,customer_id,first_name,last_name,total_sale_thb,shipping_thb,tax_thb,created_date,updated_date
43,11635,Addison,Faccini,83.83,13.28,4.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
44,53130,Addy,Langrish,89.58,14.18,4.5,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
45,22571,Adel,Grewer,119.54,19.28,3.86,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
46,57569,Adelaida,Antoniutti,205.87,0.0,13.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
47,13312,Adelaida,de Almeida,106.38,16.72,6.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
48,22058,Adelaide,Grumbridge,238.27,5.0,15.77,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
49,20019,Adele,Lafferty,364.44,0.0,21.439999999999998,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
50,43727,Adele,Edleston,121.53,19.29,5.79,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
51,17861,Adelheid,Bodiam,102.44,17.560000000000002,3.9299999999999997,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
52,18124,Adelheid,Cumo,16.5,5.0,0.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
53,19884,Adelheid,A'Barrow,87.07,13.82,4.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
54,49404,Adelice,Rowell,102.2,16.19,5.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
55,27357,Adelind,Schimpke,95.82,15.27,4.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
56,21470,Adeline,Crux,111.0,0.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
57,24209,Adeline,Buckbee,274.25,0.0,10.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
58,51577,Adella,Waudby,125.4,0.0,7.1,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
59,52558,Adena,Tack,92.64,14.56,5.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
60,15332,Adey,Aguirre,39.78,6.27,2.16,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
61,14111,Adi,Simoens,149.85,0.0,7.95,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
62,44806,Adi,Lardner,123.35,19.54,6.11,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
63,10118,Adiana,Brahams,32.07,5.08,1.59,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
64,19276,Adina,Hanselman,75.6,12.0,3.6,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
65,19975,Adina,Stanfield,,5.0,,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
66,33166,Adina,Timmins,105.19,0.0,4.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
67,45130,Adlai,Chapling,162.99,0.0,7.39,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
68,13802,Ado,Newby,120.87,19.11,6.21,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
69,56545,Adolf,Korneluk,51.47,8.17,2.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
70,44994,Adolph,Eilhart,211.77,0.0,14.32,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
71,51200,Adolpho,Hulett,170.35,0.0,6.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
72,17970,Adolphus,Uden,85.44,14.83,3.26,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
73,21269,Adora,McFfaden,290.52,0.0,11.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
74,13000,Adoree,Andri,569.0699999999999,0.0,23.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
75,50746,Adorne,Leonarde,141.72,0.0,8.02,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
76,14072,Adrea,Eldredge,330.84000000000003,31.62,20.22,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
77,14951,Adria,Shyres,46.13,7.44,1.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
78,13392,Adriaens,Lidgely,181.06,28.97,7.24,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
79,58252,Adrian,Bucksey,50.72,8.18,1.64,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
80,20893,Adrian,Truckell,89.4,14.19,4.26,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
81,12621,Adriane,Grimmolby,122.66,19.47,5.84,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
82,14535,Adrianna,Papen,85.94,13.64,4.1,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
83,49052,Adrianne,Sowrah,119.05,0.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
84,16815,Adrianne,Brane,64.64,10.18,3.56,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
85,12592,Adrien,Huller,123.73,0.0,7.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
86,59255,Adrien,Gill,62.1,9.83,3.12,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
87,57933,Adrien,Joel,77.69,12.53,2.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
88,51135,Adrienne,Balham,40.76,6.55,1.46,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
89,26856,Aeriela,Haddeston,133.98,0.0,7.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
90,54792,Afton,Laminman,108.8,17.27,5.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
91,27389,Agata,Arch,71.13,11.18,4.05,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
92,13068,Agata,Broschek,46.04,7.25,2.54,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
93,12831,Agatha,Scottesmoor,367.07,0.0,14.12,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
94,55397,Agathe,Gisburn,21.31,5.0,0.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
95,13212,Agathe,Howgill,91.66,14.55,4.36,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
96,57407,Aggi,Brummell,220.47,0.0,12.97,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
97,43868,Aggie,Joire,121.89,19.66,3.93,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
98,14449,Aggie,Keable,259.34000000000003,22.53,9.11,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
99,18950,Aggie,Finlry,160.89,0.0,6.19,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
100,12024,Agna,Allsobrook,53.19,8.36,3.03,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
101,56156,Agnella,Gensavage,27.75,5.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
102,57238,Agnella,McAne,38.82,6.15,1.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
103,57676,Agnesse,Barlie,453.48,0.0,27.68,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
104,13742,Agosto,Joint,831.43,0.0,34.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
105,50970,Aguistin,Kirk,166.54,0.0,4.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
106,56685,Aguistin,Willard,117.06,0.0,7.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
107,16189,Aguste,Zorzi,56.52,9.1,1.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
108,12713,Agustin,Peffer,332.32,14.0,8.97,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
109,59763,Ahmad,de Guise,313.67,8.73,12.99,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
110,54839,Ahmed,Davey,202.91,6.18,11.129999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
111,16124,Aila,Stegel,307.96999999999997,12.02,12.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
112,26415,Ailbert,Vaughten,117.75,18.75,5.25,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
113,12301,Ailee,Loftin,169.67,0.0,11.47,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
114,57393,Aileen,Betho,215.77,34.019999999999996,11.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
115,55130,Aime,Shinn,116.86,18.55,5.56,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
116,58552,Aimil,Summerly,174.04,0.0,6.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
117,50166,Aindrea,Slamaker,125.32,0.0,5.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
118,53977,Aindrea,McMurraya,688.01,0.0,26.46,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
119,54154,Aindrea,Loghan,155.5,0.0,10.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
120,53222,Ainslee,Luxton,106.53,16.91,5.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
121,19931,Ainsley,Hastewell,86.2,13.82,3.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
122,13368,Ainslie,Boyington,323.24,13.99,20.9,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
123,10311,Ajay,Barnes,113.0,0.0,6.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
124,18028,Akim,Maydwell,98.92,15.64,5.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
125,12322,Aksel,Jorge,487.25,0.0,23.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
126,53379,Aksel,Erdis,75.96,12.01,3.9,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
127,51731,Al,Hakewell,128.98,0.0,5.23,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
128,50451,Alameda,Turfitt,144.14,0.0,5.84,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
129,22228,Alan,Sindall,199.0,0.0,13.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
130,17499,Alan,Roloff,92.09,14.56,4.73,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
131,12353,Alana,Ruse,217.42000000000002,17.66,11.309999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
132,54146,Alana,Caldroni,187.65,0.0,10.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
133,10537,Alana,Bannester,217.57,12.19,11.629999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
134,10141,Alanah,Rooson,114.53,18.18,5.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
135,10180,Alanna,Dunkley,354.43,14.61,18.02,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
136,22032,Alanna,Diggar,22.38,5.0,0.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
137,14187,Alanna,Giamuzzo,216.02999999999997,12.72,11.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
138,58118,Alanson,Bragg,174.04,0.0,10.24,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
139,54878,Alastair,Arman,147.05,0.0,7.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
140,58036,Alastair,Gallemore,229.3,0.0,15.5,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
141,10604,Alasteir,Poynton,52.6,8.35,2.5,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
142,58450,Alayne,Wicklin,162.94,25.66,8.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
143,18374,Alberik,Blythin,152.64,0.0,6.29,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
144,14158,Alberik,Najara,122.19,0.0,6.64,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
145,11902,Alberik,Lougheed,115.7,0.0,6.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
146,59398,Alberik,Toby,144.21,0.0,4.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
147,11963,Albert,Syer,68.93,10.92,3.41,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
148,56266,Albertina,Jenkin,195.78,0.0,7.53,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
149,58622,Alberto,O'Nions,119.41,19.26,3.85,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
150,59409,Albina,Balderstone,114.3,18.2,5.1,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
151,58404,Albina,Helkin,130.95,0.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
152,54676,Albrecht,Wong,71.76,11.92,3.39,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
153,52968,Albrecht,Onthank,65.92,10.36,3.76,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
154,59228,Alden,Hanse,427.93,0.0,20.38,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
155,22649,Aldin,Paramor,104.9,16.54,5.66,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
156,49804,Aldin,Ritch,165.93,0.0,6.73,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
157,57650,Aldis,Allworthy,67.64,10.91,2.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
158,10396,Aldis,Girkins,261.83,0.0,17.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
159,11223,Aldo,Sapena,115.44,0.0,4.44,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
160,13884,Aldous,Corkhill,214.29,0.0,8.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
161,55142,Aldrich,McKerton,185.06,9.09,6.7700000000000005,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
162,21033,Aldrich,Marwick,174.11,0.0,4.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
163,13363,Aldridge,Stokey,136.31,0.0,7.11,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
164,54728,Aleen,Hanfrey,240.54999999999998,11.92,9.43,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
165,54868,Aleksandr,Snepp,312.93,12.01,11.57,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
166,27914,Alena,Silverstone,108.91,17.46,4.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
167,58529,Alena,Rysdale,322.76,12.37,19.29,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
168,49965,Alex,Conre,381.92,0.0,22.47,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
169,58258,Alex,Rablin,14.56,5.0,0.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
170,58996,Alex,Inch,107.01,0.0,6.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
171,54827,Alex,Rait,92.32,14.89,2.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
172,51495,Alex,Maffini,103.24,17.380000000000003,4.859999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
173,19733,Alexa,Stimpson,504.58,0.0,29.68,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
174,55422,Alexander,Harsnep,139.51,5.0,8.209999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
175,57691,Alexandr,Lonergan,100.74,15.99,4.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
176,20565,Alexandra,Antonognoli,101.93,16.02,5.81,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
177,22473,Alexandro,Harder,249.84,0.0,14.14,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
178,59148,Alexandros,Spears,60.13,9.45,3.43,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
179,14984,Alexei,Worley,219.84,0.0,12.44,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
180,12917,Alexina,Smitton,306.55,0.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
181,14213,Alexine,Cromly,241.33,0.0,14.73,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
182,58782,Alexis,Mortel,29.71,5.0,1.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
183,50291,Alf,Shergold,85.97,13.81,3.11,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
184,22238,Alfi,Itzik,150.31,0.0,8.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
185,13428,Alfie,Adam,33.07,5.27,1.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
186,14011,Alfie,Ridder,429.57,13.82,28.1,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
187,55466,Alfonse,Partkya,24.28,5.0,1.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
188,15975,Alfonso,Huddlestone,103.89,16.38,5.61,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
189,58550,Alford,Cheverton,158.97,25.64,5.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
190,50437,Alfreda,Rennick,270.5,0.0,10.4,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
191,51026,Alfredo,Chiverton,184.89000000000001,29.29,9.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
192,17415,Alfy,Riddel,95.32,15.1,4.72,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
193,58670,Alfy,Woolmington,264.31,0.0,14.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
194,54028,Alfy,Salzburg,75.63,11.91,4.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
195,11704,Ali,Brussell,98.73,15.64,4.89,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
196,54835,Alic,Grenshiels,24.45,5.0,1.25,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
197,18973,Alick,Batho,119.18,0.0,4.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
198,13872,Alidia,Clegg,754.19,0.0,42.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
199,55859,Alika,Bourcq,152.91,0.0,8.31,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
200,54967,Alis,Kennady,108.16,0.0,6.36,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
201,52034,Alisa,Docksey,115.83,18.57,4.41,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
202,59090,Alisander,Masden,596.62,0.0,37.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
203,10632,Alisander,Keigher,184.12,0.0,10.42,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
204,19754,Alison,Kennelly,91.73,14.56,4.37,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
205,13766,Alison,Hickinbottom,372.36,0.0,23.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
206,59783,Alisun,Baskerfield,137.85,0.0,7.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
207,10193,Alix,Penvarne,138.44,0.0,7.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
208,55548,Alix,Yeowell,177.5,0.0,10.05,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
209,21188,Alla,Abramov,36.67,5.82,1.75,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
210,12376,Allan,Gronauer,121.04,0.0,5.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
211,21052,Allan,Conklin,227.24,17.11,8.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
212,43651,Allayne,Trett,98.66,15.63,4.88,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
213,15600,Allegra,Doud,394.96,8.37,23.59,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
214,58967,Allen,Adaway,58.67,9.44,2.03,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
215,14355,Alley,Scarasbrick,238.88,0.0,11.38,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
216,15076,Alleyn,Daud,119.88,0.0,3.38,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
217,15391,Alleyn,Playden,129.21,0.0,7.31,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
218,53687,Alli,Bartelot,98.79,15.65,4.89,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
219,13301,Alli,Swinnerton,87.93,13.82,5.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
220,14892,Allianora,Stoves,32.19,5.1,1.59,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
221,56974,Allie,Eam,100.06,15.82,5.14,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
222,14877,Allie,Saile,22.91,5.0,1.21,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
223,58005,Allin,Wiltsher,478.43,0.0,27.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
224,45626,Allis,Baldack,240.01,11.28,9.43,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
225,16160,Allissa,Ottewill,154.28,0.0,8.73,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
226,11745,Allister,Falco,16.61,5.0,0.76,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
227,58265,Allistir,Castanie,242.63,5.0,9.629999999999999,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
228,15209,Allistir,Stanlick,59.94,9.65,2.04,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
229,56578,Allix,Carnaman,28.43,5.0,1.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
230,54974,Allsun,Galia,68.8,10.92,3.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
231,11097,Allx,Mabey,116.92,18.73,4.54,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
232,15550,Allyn,Bedborough,300.82,0.0,11.57,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
